OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"24,200",4.7,16.62,"34,570",1.1,10.93,12.97,15.64,18.78,23.49,"22,720","26,990","32,540","39,060","48,860",,
43-4050,Customer Service Representatives,broad,"2,595,990",0.5,16.62,"34,560",0.2,9.74,12.04,15.25,19.63,25.49,"20,250","25,040","31,720","40,830","53,030",,
43-4051,Customer Service Representatives,detailed,"2,595,990",0.5,16.62,"34,560",0.2,9.74,12.04,15.25,19.63,25.49,"20,250","25,040","31,720","40,830","53,030",,
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"73,570",1.8,16.62,"34,560",0.8,10.23,12.45,15.79,19.79,23.98,"21,280","25,900","32,840","41,160","49,870",,
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"342,970",1.1,16.60,"34,530",0.5,10.22,12.49,15.79,19.80,24.04,"21,270","25,990","32,830","41,180","50,000",,
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"31,560",2.8,16.60,"34,520",0.8,10.14,12.58,15.72,19.76,24.39,"21,090","26,170","32,710","41,100","50,740",,
43-6013,Medical Secretaries,detailed,"530,360",0.8,16.50,"34,330",0.3,10.87,13.01,15.89,19.01,23.40,"22,610","27,070","33,040","39,540","48,670",,
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"32,250",2.6,16.47,"34,260",1.1,9.48,11.83,15.72,19.83,24.04,"19,720","24,610","32,700","41,250","50,000",,
25-4030,Library Technicians,broad,"94,170",1.6,16.44,"34,200",0.6,9.34,11.79,15.54,20.17,24.82,"19,420","24,530","32,310","41,960","51,620",,
25-4031,Library Technicians,detailed,"94,170",1.6,16.44,"34,200",0.6,9.34,11.79,15.54,20.17,24.82,"19,420","24,530","32,310","41,960","51,620",,
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"19,810",5.0,16.44,"34,190",1.6,10.28,12.63,15.85,19.30,23.51,"21,380","26,270","32,980","40,140","48,890",,
53-7050,Industrial Truck and Tractor Operators,broad,"539,810",1.0,16.39,"34,090",0.6,10.41,12.52,15.43,19.04,23.44,"21,640","26,040","32,090","39,600","48,740",,
53-7051,Industrial Truck and Tractor Operators,detailed,"539,810",1.0,16.39,"34,090",0.6,10.41,12.52,15.43,19.04,23.44,"21,640","26,040","32,090","39,600","48,740",,
37-2020,Pest Control Workers,broad,"70,250",1.8,16.39,"34,080",0.8,10.23,12.60,15.46,19.07,23.85,"21,270","26,210","32,160","39,670","49,600",,
37-2021,Pest Control Workers,detailed,"70,250",1.8,16.39,"34,080",0.8,10.23,12.60,15.46,19.07,23.85,"21,270","26,210","32,160","39,670","49,600",,
43-4150,Order Clerks,broad,"185,890",1.8,16.38,"34,080",0.5,9.59,11.99,15.54,19.69,24.25,"19,950","24,930","32,330","40,950","50,440",,
43-4151,Order Clerks,detailed,"185,890",1.8,16.38,"34,080",0.5,9.59,11.99,15.54,19.69,24.25,"19,950","24,930","32,330","40,950","50,440",,
53-3033,Light Truck or Delivery Services Drivers,detailed,"826,510",0.9,16.38,"34,080",0.3,9.07,10.76,14.35,19.28,29.01,"18,860","22,390","29,850","40,110","60,350",,
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,"71,430",2.9,16.36,"34,030",0.9,10.12,12.29,15.46,19.49,24.07,"21,040","25,570","32,160","40,550","50,070",,
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"71,430",2.9,16.36,"34,030",0.9,10.12,12.29,15.46,19.49,24.07,"21,040","25,570","32,160","40,550","50,070",,
27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"18,620",5.3,*,"33,990",5.6,*,*,*,*,*,"17,890","19,300","24,870","38,830","57,750",TRUE,
51-7010,Cabinetmakers and Bench Carpenters,broad,"93,650",1.9,16.34,"33,980",0.6,9.88,12.20,15.52,19.24,24.01,"20,550","25,380","32,270","40,020","49,940",,
51-7011,Cabinetmakers and Bench Carpenters,detailed,"93,650",1.9,16.34,"33,980",0.6,9.88,12.20,15.52,19.24,24.01,"20,550","25,380","32,270","40,020","49,940",,
31-9000,Other Healthcare Support Occupations,minor,"1,451,710",0.5,16.33,"33,970",0.2,10.34,12.63,15.49,18.81,23.35,"21,500","26,270","32,210","39,130","48,570",,
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"71,690",2.8,16.32,"33,950",0.9,9.47,11.57,14.96,19.21,24.98,"19,690","24,070","31,120","39,960","51,960",,
51-4071,Foundry Mold and Coremakers,detailed,"12,860",4.7,16.31,"33,930",0.9,10.76,12.86,15.71,18.91,22.94,"22,370","26,750","32,680","39,340","47,700",,
51-9000,Other Production Occupations,minor,"2,552,380",0.6,16.31,"33,930",0.3,9.32,11.16,14.71,19.55,25.93,"19,380","23,220","30,590","40,670","53,930",,
33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,"10,650",3.7,16.29,"33,880",1.2,10.32,12.39,14.99,18.89,24.10,"21,460","25,780","31,170","39,280","50,130",,
51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"17,400",5.9,16.23,"33,750",1.5,10.12,12.12,15.25,18.99,23.54,"21,040","25,220","31,710","39,490","48,970",,
43-4000,Information and Record Clerks,minor,"5,513,250",0.3,16.16,"33,610",0.1,9.47,11.65,14.91,19.21,24.42,"19,700","24,230","31,010","39,960","50,790",,
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"3,973,740",0.3,16.16,"33,610",0.2,8.99,10.47,14.32,20.13,27.74,"18,690","21,770","29,780","41,880","57,690",,
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"88,780",1.9,16.16,"33,610",0.6,10.29,12.37,15.35,18.93,23.36,"21,400","25,740","31,940","39,370","48,580",,
39-2010,Animal Trainers,broad,"11,720",4.0,16.15,"33,600",2.3,8.73,9.92,12.80,19.24,27.49,"18,160","20,640","26,610","40,010","57,170",,
39-2011,Animal Trainers,detailed,"11,720",4.0,16.15,"33,600",2.3,8.73,9.92,12.80,19.24,27.49,"18,160","20,640","26,610","40,010","57,170",,
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"273,030",1.5,16.14,"33,570",0.6,9.85,11.97,15.07,19.00,23.65,"20,490","24,890","31,350","39,520","49,180",,
51-6093,Upholsterers,detailed,"30,180",3.4,16.13,"33,550",1.0,9.59,11.84,15.39,18.92,24.20,"19,940","24,620","32,020","39,350","50,340",,
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,"12,470",6.0,16.10,"33,500",1.9,9.28,11.54,15.08,18.91,24.49,"19,310","24,000","31,360","39,340","50,940",,
53-3090,Miscellaneous Motor Vehicle Operators,broad,"54,160",3.2,16.07,"33,430",1.3,8.57,9.51,14.05,21.56,26.20,"17,830","19,770","29,230","44,850","54,490",,
53-3099,"Motor Vehicle Operators, All Other",detailed,"54,160",3.2,16.07,"33,430",1.3,8.57,9.51,14.05,21.56,26.20,"17,830","19,770","29,230","44,850","54,490",,
31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,359,620",0.5,16.03,"33,340",0.2,10.44,12.64,15.36,18.61,22.83,"21,720","26,290","31,950","38,710","47,480",,
37-3019,"Grounds Maintenance Workers, All Other",detailed,"16,890",5.9,16.03,"33,340",2.1,9.11,10.46,14.05,20.20,27.16,"18,950","21,750","29,220","42,010","56,480",,
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"884,090",0.6,16.02,"33,330",0.3,9.61,11.26,14.59,19.46,24.70,"19,990","23,430","30,340","40,480","51,370",,
29-2056,Veterinary Technologists and Technicians,detailed,"95,790",1.9,16.00,"33,280",0.6,10.52,12.67,15.29,18.50,22.80,"21,890","26,350","31,800","38,480","47,410",,
51-2022,Electrical and Electronic Equipment Assemblers,detailed,"212,170",1.7,15.99,"33,260",0.7,9.73,11.80,14.84,18.81,23.59,"20,240","24,540","30,860","39,120","49,060",,
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"63,330",2.3,15.98,"33,250",0.8,10.10,12.25,15.48,18.96,23.12,"21,010","25,490","32,190","39,440","48,080",,
21-1093,Social and Human Service Assistants,detailed,"359,350",1.0,15.96,"33,190",0.6,9.68,11.72,14.82,18.72,23.83,"20,120","24,390","30,830","38,930","49,570",,
49-9095,Manufactured Building and Mobile Home Installers,detailed,"3,650",12.9,15.94,"33,150",7.0,9.44,11.63,14.45,18.19,25.70,"19,640","24,190","30,050","37,830","53,460",,
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"194,670",1.6,15.88,"33,030",0.7,10.00,12.10,15.04,18.73,23.25,"20,800","25,160","31,280","38,960","48,350",,
51-2021,"Coil Winders, Tapers, and Finishers",detailed,"14,450",4.3,15.86,"32,990",1.2,9.81,11.85,15.26,19.07,23.13,"20,390","24,650","31,730","39,660","48,100",,
53-3020,Bus Drivers,broad,"674,180",0.9,15.85,"32,980",0.9,9.00,11.40,14.88,19.11,24.05,"18,720","23,720","30,950","39,740","50,020",,
51-9083,Ophthalmic Laboratory Technicians,detailed,"27,990",3.8,15.85,"32,970",1.8,9.91,11.78,14.35,18.07,23.94,"20,610","24,500","29,860","37,590","49,790",,
43-4110,"Interviewers, Except Eligibility and Loan",broad,"184,050",1.4,15.83,"32,930",0.5,9.86,12.33,15.10,18.55,22.95,"20,520","25,640","31,410","38,580","47,730",,
43-4111,"Interviewers, Except Eligibility and Loan",detailed,"184,050",1.4,15.83,"32,930",0.5,9.86,12.33,15.10,18.55,22.95,"20,520","25,640","31,410","38,580","47,730",,
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"35,640",2.8,15.83,"32,930",0.8,9.97,11.89,14.69,18.60,23.68,"20,730","24,720","30,550","38,680","49,250",,
43-9020,Data Entry and Information Processing Workers,broad,"267,900",1.0,15.79,"32,840",0.5,9.88,12.12,14.99,18.56,22.90,"20,540","25,220","31,180","38,600","47,620",,
43-9000,Other Office and Administrative Support Workers,minor,"3,962,840",0.4,15.77,"32,800",0.2,9.19,11.19,14.67,18.83,23.83,"19,120","23,280","30,520","39,170","49,580",,
31-9097,Phlebotomists,detailed,"118,160",1.5,15.76,"32,770",0.3,10.99,12.83,15.21,18.10,21.73,"22,850","26,690","31,630","37,640","45,190",,
41-2022,Parts Salespersons,detailed,"238,470",1.2,15.74,"32,750",0.5,9.04,10.77,14.25,18.99,24.66,"18,800","22,400","29,650","39,490","51,280",,
33-9099,"Protective Service Workers, All Other",detailed,"120,270",1.7,15.72,"32,690",0.7,9.01,10.38,13.77,18.68,25.98,"18,740","21,580","28,650","38,850","54,040",,
51-2000,Assemblers and Fabricators,minor,"1,800,410",0.7,15.70,"32,670",0.5,9.37,11.18,14.46,18.62,24.68,"19,480","23,250","30,080","38,720","51,330",,
39-9030,Recreation and Fitness Workers,broad,"573,920",0.8,15.66,"32,560",0.6,8.64,9.50,12.76,18.86,27.42,"17,960","19,750","26,550","39,220","57,030",,
25-1191,Graduate Teaching Assistants,detailed,"125,100",2.4,*,"32,510",2.2,*,*,*,*,*,"17,800","19,780","30,810","42,280","50,220",TRUE,
25-2011,"Preschool Teachers, Except Special Education",detailed,"370,190",1.3,15.62,"32,500",1.3,9.20,10.79,13.74,18.37,25.00,"19,130","22,440","28,570","38,200","51,990",,
51-9030,Cutting Workers,broad,"79,070",2.1,15.56,"32,370",0.7,9.78,11.77,14.89,18.56,22.87,"20,350","24,480","30,970","38,610","47,560",,
43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"674,820",0.7,15.55,"32,350",0.2,9.73,11.78,14.64,18.40,22.89,"20,230","24,500","30,450","38,270","47,610",,
43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"674,820",0.7,15.55,"32,350",0.2,9.73,11.78,14.64,18.40,22.89,"20,230","24,500","30,450","38,270","47,610",,
51-5113,Print Binding and Finishing Workers,detailed,"52,380",2.9,15.47,"32,170",0.7,9.42,11.32,14.55,18.63,23.15,"19,590","23,550","30,260","38,760","48,140",,
51-7090,Miscellaneous Woodworkers,broad,"6,900",5.7,15.45,"32,130",1.9,9.04,10.72,13.94,18.94,24.39,"18,800","22,300","28,990","39,400","50,720",,
51-7099,"Woodworkers, All Other",detailed,"6,900",5.7,15.45,"32,130",1.9,9.04,10.72,13.94,18.94,24.39,"18,800","22,300","28,990","39,400","50,720",,
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"22,970",3.6,15.43,"32,090",1.2,9.99,11.73,14.09,17.69,23.19,"20,770","24,390","29,320","36,790","48,240",,
31-9092,Medical Assistants,detailed,"601,240",0.8,15.34,"31,910",0.2,10.60,12.54,14.71,17.69,21.10,"22,040","26,080","30,590","36,800","43,880",,
43-9060,"Office Clerks, General",broad,"2,944,420",0.5,15.33,"31,890",0.2,9.06,10.83,14.22,18.39,23.34,"18,840","22,540","29,580","38,250","48,540",,
43-9061,"Office Clerks, General",detailed,"2,944,420",0.5,15.33,"31,890",0.2,9.06,10.83,14.22,18.39,23.34,"18,840","22,540","29,580","38,250","48,540",,
51-9194,Etchers and Engravers,detailed,"9,490",5.3,15.33,"31,880",1.5,9.46,11.30,14.33,18.41,22.98,"19,680","23,500","29,810","38,300","47,800",,
45-2099,"Agricultural Workers, All Other",detailed,"5,020",7.1,15.31,"31,850",2.1,9.00,10.47,14.34,18.55,23.71,"18,720","21,780","29,830","38,590","49,320",,
47-4091,Segmental Pavers,detailed,"1,240",22.7,15.30,"31,820",3.4,10.22,12.15,14.77,17.41,20.55,"21,260","25,270","30,730","36,220","42,740",,
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"148,410",1.8,15.25,"31,720",0.5,9.67,11.38,14.24,18.08,22.69,"20,120","23,670","29,630","37,600","47,200",,
25-9000,"Other Education, Training, and Library Occupations",minor,"1,495,090",0.5,*,"31,710",0.4,*,*,*,*,*,"18,240","20,790","26,970","36,170","51,830",TRUE,
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"38,730",3.1,15.24,"31,690",0.8,9.52,11.35,14.24,17.98,22.76,"19,800","23,610","29,630","37,390","47,330",,
29-2052,Pharmacy Technicians,detailed,"379,430",0.8,15.23,"31,680",0.3,10.07,11.91,14.62,17.92,21.65,"20,950","24,760","30,410","37,280","45,030",,
51-2092,Team Assemblers,detailed,"1,115,510",1.0,15.17,"31,560",0.8,9.25,10.89,13.98,18.05,24.24,"19,240","22,650","29,080","37,550","50,420",,
51-9199,"Production Workers, All Other",detailed,"241,910",3.1,15.15,"31,520",1.0,9.03,10.22,13.44,18.25,24.02,"18,780","21,260","27,950","37,970","49,960",,
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"135,550",1.9,15.15,"31,510",0.5,9.62,11.26,14.11,17.97,22.66,"20,000","23,420","29,340","37,380","47,130",,
51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,"7,970",5.1,15.14,"31,490",1.8,9.47,11.11,13.76,18.31,23.61,"19,690","23,100","28,630","38,080","49,120",,
51-7000,Woodworkers,minor,"243,350",1.2,15.05,"31,300",0.4,9.46,11.26,14.18,17.90,22.34,"19,680","23,420","29,500","37,220","46,470",,
51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,366,250",0.9,15.04,"31,280",0.5,9.21,10.80,13.87,17.92,23.72,"19,150","22,470","28,850","37,270","49,340",,
51-9123,"Painting, Coating, and Decorating Workers",detailed,"16,020",4.2,15.01,"31,210",1.1,9.32,11.08,14.07,17.65,22.33,"19,390","23,050","29,270","36,720","46,440",,
31-2012,Occupational Therapy Aides,detailed,"7,570",8.6,14.95,"31,090",2.3,9.53,10.96,13.37,16.86,23.53,"19,820","22,800","27,800","35,060","48,950",,
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"69,360",1.8,14.89,"30,980",0.5,9.21,10.70,13.80,17.84,22.67,"19,150","22,250","28,690","37,110","47,160",,
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"69,360",1.8,14.89,"30,980",0.5,9.21,10.70,13.80,17.84,22.67,"19,150","22,250","28,690","37,110","47,160",,
43-9070,"Office Machine Operators, Except Computer",broad,"63,290",2.6,14.90,"30,980",0.5,9.30,11.07,13.95,17.87,22.36,"19,340","23,020","29,010","37,170","46,500",,
43-9071,"Office Machine Operators, Except Computer",detailed,"63,290",2.6,14.90,"30,980",0.5,9.30,11.07,13.95,17.87,22.36,"19,340","23,020","29,010","37,170","46,500",,
53-7063,Machine Feeders and Offbearers,detailed,"100,020",2.6,14.89,"30,960",0.9,9.30,10.78,14.15,18.51,22.30,"19,350","22,420","29,440","38,510","46,390",,
51-3021,Butchers and Meat Cutters,detailed,"137,350",1.6,14.88,"30,940",0.5,9.23,10.85,14.01,18.04,22.51,"19,200","22,570","29,130","37,520","46,820",,
51-7020,Furniture Finishers,broad,"16,480",3.6,14.87,"30,920",0.9,9.54,11.42,14.04,17.51,21.76,"19,840","23,760","29,200","36,420","45,270",,
51-7021,Furniture Finishers,detailed,"16,480",3.6,14.87,"30,920",0.9,9.54,11.42,14.04,17.51,21.76,"19,840","23,760","29,200","36,420","45,270",,
39-6012,Concierges,detailed,"31,430",3.2,14.84,"30,870",1.0,9.53,11.08,13.96,17.93,22.11,"19,830","23,050","29,030","37,290","46,000",,
43-9021,Data Entry Keyers,detailed,"199,240",1.2,14.81,"30,810",0.3,9.63,11.51,14.16,17.46,21.22,"20,030","23,950","29,460","36,320","44,140",,
51-2091,Fiberglass Laminators and Fabricators,detailed,"20,630",4.6,14.79,"30,760",1.1,9.80,11.42,14.02,17.41,21.21,"20,380","23,750","29,160","36,210","44,110",,
51-9150,Photographic Process Workers and Processing Machine Operators,broad,"23,940",4.1,14.77,"30,720",1.3,9.22,10.43,12.78,17.26,23.37,"19,170","21,690","26,590","35,900","48,610",,
51-9151,Photographic Process Workers and Processing Machine Operators,detailed,"23,940",4.1,14.77,"30,720",1.3,9.22,10.43,12.78,17.26,23.37,"19,170","21,690","26,590","35,900","48,610",,
53-3022,"Bus Drivers, School or Special Client",detailed,"505,560",0.9,14.70,"30,580",0.5,8.76,10.72,14.18,17.91,21.96,"18,210","22,310","29,490","37,260","45,670",,
53-6060,"Transportation Attendants, Except Flight Attendants",broad,"15,680",7.1,14.68,"30,540",3.8,8.71,9.46,12.47,16.91,26.35,"18,110","19,680","25,930","35,180","54,800",,
53-6061,"Transportation Attendants, Except Flight Attendants",detailed,"15,680",7.1,14.68,"30,540",3.8,8.71,9.46,12.47,16.91,26.35,"18,110","19,680","25,930","35,180","54,800",,
47-3019,"Helpers, Construction Trades, All Other",detailed,"18,930",4.2,14.66,"30,500",1.1,9.47,11.12,13.71,17.19,21.54,"19,690","23,120","28,510","35,750","44,800",,
45-3000,Fishing and Hunting Workers,minor,700,13.3,14.60,"30,370",4.5,9.09,10.54,13.51,17.32,22.14,"18,900","21,920","28,100","36,030","46,050",,
51-9022,"Grinding and Polishing Workers, Hand",detailed,"28,110",3.2,14.60,"30,370",0.8,9.52,11.09,13.76,17.29,21.36,"19,800","23,080","28,610","35,960","44,440",,
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"20,320",4.3,14.58,"30,320",1.6,9.20,10.67,13.49,17.48,22.58,"19,140","22,180","28,060","36,350","46,960",,
43-2000,Communications Equipment Operators,minor,"112,260",1.9,14.54,"30,250",1.2,9.41,10.93,13.47,16.90,21.60,"19,580","22,730","28,010","35,160","44,930",,
37-2019,"Building Cleaning Workers, All Other",detailed,"16,480",12.8,14.52,"30,200",2.6,9.07,11.07,14.06,17.24,20.31,"18,870","23,030","29,250","35,850","42,240",,
41-9010,"Models, Demonstrators, and Product Promoters",broad,"88,080",4.5,14.47,"30,100",1.5,9.10,10.18,12.01,16.51,22.87,"18,920","21,180","24,970","34,350","47,570",,
47-3013,Helpers--Electricians,detailed,"71,610",2.5,14.42,"30,000",0.8,9.46,11.29,13.81,16.97,20.16,"19,680","23,480","28,730","35,300","41,940",,
45-3010,Fishers and Related Fishing Workers,broad,540,14.0,14.41,"29,970",5.4,9.02,10.36,13.14,16.90,22.30,"18,760","21,550","27,340","35,150","46,390",,
45-3011,Fishers and Related Fishing Workers,detailed,540,14.0,14.41,"29,970",5.4,9.02,10.36,13.14,16.90,22.30,"18,760","21,550","27,340","35,150","46,390",,
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"55,530",3.1,14.40,"29,950",0.9,9.64,11.28,13.70,16.82,20.02,"20,050","23,470","28,500","34,980","41,640",,
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"95,640",1.9,14.39,"29,930",0.6,9.00,10.68,13.74,17.41,21.23,"18,720","22,220","28,570","36,200","44,150",,
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"95,640",1.9,14.39,"29,930",0.6,9.00,10.68,13.74,17.41,21.23,"18,720","22,220","28,570","36,200","44,150",,
51-2099,"Assemblers and Fabricators, All Other",detailed,"228,930",2.3,14.39,"29,920",0.6,9.01,10.35,13.28,17.26,21.76,"18,740","21,520","27,620","35,890","45,250",,
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"17,420",3.9,14.38,"29,910",0.9,9.51,10.90,13.41,16.99,21.30,"19,770","22,670","27,880","35,340","44,310",,
43-4070,File Clerks,broad,"140,560",1.3,14.38,"29,900",0.4,9.17,10.62,13.39,17.07,21.74,"19,080","22,090","27,850","35,500","45,230",,
43-4071,File Clerks,detailed,"140,560",1.3,14.38,"29,900",0.4,9.17,10.62,13.39,17.07,21.74,"19,080","22,090","27,850","35,500","45,230",,
47-3000,"Helpers, Construction Trades",minor,"228,710",1.4,14.37,"29,890",0.4,9.49,11.17,13.64,16.80,20.21,"19,740","23,230","28,380","34,940","42,030",,
47-3010,"Helpers, Construction Trades",broad,"228,710",1.4,14.37,"29,890",0.4,9.49,11.17,13.64,16.80,20.21,"19,740","23,230","28,380","34,940","42,030",,
45-4010,Forest and Conservation Workers,broad,"6,870",4.1,14.36,"29,860",1.5,9.07,9.42,12.59,17.60,22.43,"18,870","19,600","26,190","36,610","46,660",,
45-4011,Forest and Conservation Workers,detailed,"6,870",4.1,14.36,"29,860",1.5,9.07,9.42,12.59,17.60,22.43,"18,870","19,600","26,190","36,610","46,660",,
27-1026,Merchandise Displayers and Window Trimmers,detailed,"100,540",3.2,14.32,"29,790",0.7,9.12,10.46,12.92,16.71,21.94,"18,970","21,760","26,870","34,750","45,640",,
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"685,520",0.7,14.32,"29,790",0.3,8.70,9.65,12.58,17.16,22.90,"18,100","20,080","26,160","35,690","47,640",,
51-9110,Packaging and Filling Machine Operators and Tenders,broad,"378,560",1.3,14.31,"29,770",0.5,9.07,10.25,13.02,17.14,22.31,"18,860","21,330","27,080","35,650","46,400",,
51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"378,560",1.3,14.31,"29,770",0.5,9.07,10.25,13.02,17.14,22.31,"18,860","21,330","27,080","35,650","46,400",,
41-9011,Demonstrators and Product Promoters,detailed,"83,620",4.7,14.29,"29,720",1.5,9.17,10.24,11.99,16.23,22.67,"19,080","21,300","24,940","33,760","47,140",,
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"16,560",8.6,14.29,"29,720",2.2,9.06,10.10,12.65,16.47,23.35,"18,850","21,010","26,310","34,260","48,580",,
25-3098,Substitute Teachers,detailed,"626,750",1.4,14.25,"29,630",1.1,8.64,10.10,12.90,16.89,21.35,"17,980","21,000","26,830","35,120","44,400",,
51-9190,Miscellaneous Production Workers,broad,"881,020",1.2,14.21,"29,560",0.4,8.92,10.08,12.78,17.08,22.19,"18,550","20,960","26,590","35,520","46,160",,
31-0000,Healthcare Support Occupations,major,"3,989,910",0.4,14.19,"29,520",0.2,9.17,10.56,13.00,16.58,21.15,"19,080","21,960","27,040","34,490","43,990",,
51-3093,Food Cooking Machine Operators and Tenders,detailed,"34,640",7.3,14.15,"29,430",1.5,9.00,10.23,13.35,17.20,21.26,"18,720","21,270","27,760","35,780","44,210",,
53-6000,Other Transportation Workers,minor,"343,230",1.4,14.14,"29,410",1.0,8.56,9.26,11.00,14.92,24.76,"17,800","19,270","22,880","31,030","51,510",,
45-2091,Agricultural Equipment Operators,detailed,"27,200",4.3,14.13,"29,380",1.2,9.09,10.37,13.38,16.78,20.54,"18,900","21,570","27,840","34,910","42,720",,
51-3092,Food Batchmakers,detailed,"133,470",1.9,14.04,"29,210",0.8,9.01,10.18,12.95,16.97,21.59,"18,740","21,180","26,950","35,300","44,900",,
47-3012,Helpers--Carpenters,detailed,"37,820",3.2,14.04,"29,200",0.8,9.27,10.85,13.41,16.50,19.64,"19,280","22,560","27,890","34,310","40,840",,
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"48,600",2.3,14.04,"29,190",0.6,9.15,10.70,13.37,16.84,20.12,"19,020","22,250","27,800","35,030","41,840",,
29-2051,Dietetic Technicians,detailed,"28,950",2.5,14.03,"29,170",0.8,8.77,9.98,12.52,16.95,21.90,"18,230","20,760","26,040","35,250","45,540",,
39-5011,Barbers,detailed,"14,350",10.0,14.01,"29,140",2.8,8.62,9.53,11.95,17.00,22.79,"17,940","19,830","24,850","35,360","47,410",,
43-5020,Couriers and Messengers,broad,"73,180",2.1,14.01,"29,130",0.8,9.08,10.42,13.12,16.62,21.03,"18,880","21,670","27,280","34,580","43,740",,
43-5021,Couriers and Messengers,detailed,"73,180",2.1,14.01,"29,130",0.8,9.08,10.42,13.12,16.62,21.03,"18,880","21,670","27,280","34,580","43,740",,
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"124,150",1.8,14.00,"29,130",0.4,9.25,10.78,13.37,16.70,19.86,"19,240","22,410","27,810","34,730","41,320",,
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"75,540",2.4,13.98,"29,090",0.5,9.32,10.83,13.37,16.60,19.69,"19,380","22,520","27,820","34,520","40,960",,
33-9000,Other Protective Service Workers,minor,"1,524,340",0.7,13.97,"29,050",0.4,8.72,9.66,11.95,16.63,22.11,"18,150","20,100","24,870","34,590","45,980",,
43-2010,"Switchboard Operators, Including Answering Service",broad,"100,500",1.8,13.94,"28,990",0.4,9.33,10.77,13.19,16.23,19.53,"19,410","22,410","27,440","33,750","40,610",,
43-2011,"Switchboard Operators, Including Answering Service",detailed,"100,500",1.8,13.94,"28,990",0.4,9.33,10.77,13.19,16.23,19.53,"19,410","22,410","27,440","33,750","40,610",,
51-9031,"Cutters and Trimmers, Hand",detailed,"15,740",5.7,13.87,"28,850",1.2,9.19,10.37,12.89,16.25,20.17,"19,120","21,570","26,820","33,810","41,960",,
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"362,360",1.1,13.84,"28,790",0.7,8.48,9.21,11.40,15.99,22.79,"17,630","19,160","23,710","33,270","47,410",,
