title,mediaType,eps,duration,startYr,finishYr,description,contentWarn,watched,watching,rating,votes,studio_primary,studios_colab,genre
Ponkotsuland Saga,Web,1,4,2015,2015,,No,23,5,2.09,17,Others,No,Adventure
Meisou-Ou Border,OVA,1,44,1991,1991,"Kubota and Hachisuka meet up by accident in a Middle Eastern desert and return to Japan together to hustle their way through life. They start by getting involved in shady TV dealings, where they get jobs making fake documentaries.",No,42,0,2.083,29,Others,No,Other
Ultra Maniac OVA,OVA,1,25,2002,2002,"Magic and spells are superstitious and silly -- or at least, that's what Ayu used to think. The popular high schooler's life used to be filled with classwork and daydreams of Kaji, until Nina became involved in her life! Hailing from the Magic Kingdom, the witch apprentice is eager to help Ayu through any situation, including the inevitable loss of a tennis match against a rival she can't defeat: a boy! Luckily, to help her win, Nina devises a spell to turn her into something more appropriate: a male?! With time running out, can Ayu win the match and Kaji, even though she's no longer a she?",No,1398,15,3.074,725,Others,No,Other
What's Michael?,TV,34,5,1988,1989,"What's Michael? Michael is a cat. A cat that is inexplicably attracted to the smell of raw fish, yet horribly repulsed by the smell of toothpaste. A cat that, in a dogfight with a fly, will strafe his master in her sleep. In short, Michael is a cat like any other cat.",No,14,1,2.458,12,Others,No,Other
Chi's Sweet Adventure 2nd Season,TV,25,12,2018,2018,"Chi, the sweet kitten full of energy is back! It's yet another day full of happiness for Chi, as she spends the day with her friends, Come-Come, Ann, and Telly. They fool around together, go discover secret spots together, and so on. ",No,85,29,2.619,66,Others,No,Other
Nejishiki: Piña Colada,Music Video,1,4,2017,2017,,No,64,1,2.102,33,Others,No,Other
Neo Yokio: Pink Christmas,Web,1,65,2018,2018,"The holidays take a hit as Kaz juggles the Secret Santa competition, his Aunt Angelique's visit, and his nemesis Arcangelo's Christmas plotting.",Yes,340,6,2.839,208,Others,No,Other
Mobile Suit Gundam: More Information on the Universal Century,Other,10,3,1996,1999,,No,120,3,2.679,59,Sunrise,No,Other
Gundam Neo Experience 0087: Green Divers,Movie,1,25,2001,2001,"During the closing days of the Gryps conflict of Mobile Suit Zeta Gundam, two siblings—Asagi and Takuya—ride aboard a civilian transport bound for Earth. Caught in a battle between the Titans and AEUG, they must somehow guide their ship through atmospheric entry. Luckily, they're not completely alone, as they find aid from a custom-painted Zeta Gundam, whose pilot sounds a lot like One Year War ace Amuro Ray.",No,102,7,2.849,45,Sunrise,No,Other
Little El Cid no Bouken,TV,26,5,1984,1984,"This is the story of child Rui Diaz de Vivar (the feared enemy of the Moors also know as ""El Cid"") on his quest to see the king of Castilla, to become a knight.",No,162,0,2.67,62,Others,No,Other
Rascal Does Not Dream of Bunny Girl Senpai Picture Drama,DVD Special,5,8,2018,2019,,No,387,62,3.376,261,Others,No,Other
Oi Pii-tan!!,Web,1,1,2018,2018,,No,23,0,1.173,17,Others,No,Other
Pretty Cure Splash Star,TV,34,5,2006,2007,"Five years ago, Saki and Mai saw two strange glowing balls under the Sky Tree, but neither girl remembers the event to this day. Now, the two find themselves once more under the Sky Tree and once more see the two glowing balls – they are Flappy and Choppy, two spirits from the Land of Fountains! When they met years ago, the girls were granted the powers of Pretty Cure; and now that the leader of the evil organization known as Dark Fall is seeking to destroy both the Land of Fountains and Earth itself, Flappy and Choppy have called upon the girls to save them all.  Can Saki and Mai protect both worlds from Dark Fall with their newly-discovered Pretty Cure powers?",No,873,67,3.187,517,Toei Animation,No,Other
IDOLiSH7,TV,17,10,2018,2018,"A group of aspiring idols gather at Takanashi Productions and are entrusted with the company's future. The seven men who have just met represent a variety of totally different personalities. However, they each have their own charm and possess unknown potential as idols. Forming a group, they take their first step together as ""IDOLiSH7."" Their brilliantly shining dancing forms onstage eventually begin captivating the hearts of the people. In the glorious but sometimes harsh world of idols, they aim for the top with dreams in their hearts!",No,1182,199,4.091,906,Others,No,Drama
Ame no Bus Stop-hen,Music Video,1,5,2009,2009,,No,42,0,1.706,28,Others,No,Other
Owara Nai Chinkonka wo Utaou: Seinen no Uta,Web,1,11,2014,2014,,No,24,1,1.659,14,Others,No,Other
Mobile Suit Gundam SEED,TV,34,8,2002,2003,"The universe of the future is divided between the Earth Alliance and ZAFT. After a year of war, ZAFT attacks the neutral colony Heliopolis to steal five prototype mobile suits. The mission is a success, but a young man named Kira stumbles upon the fifth Gundam, and he may be the Alliance's only hope...",Yes,4649,199,4.115,3100,Sunrise,No,Other
Queen's Blade: Rebellion,TV,12,5,2012,2012,"Amidst the chaos of the times, a new generation of warriors will assert themselves and bare their naked fury in open rebellion! Queen Claudette holds all the cards, however, with her Amazonian ranks ready and waiting to meet the rebels in open combat. But the incredible wits and assets of the dazzling array of daring damsels willing to risk their gorgeous skins and put their lithesome bodies on line against her, might just expose a few unexpected weaknesses in the queen’s support!",Yes,2282,199,2.709,1598,Others,No,Other
Amagami SS+ Picture Drama,DVD Special,1,7,2012,2012,,No,1400,10,2.819,817,Others,No,Other
Happy World!,OVA,3,25,2002,2003,"After his apartment burning to the ground and almost being killed by a falling metal object, Ohmura Takeshi is ready for the afterlife. Luckily, a beautiful angel appears to heal his wounds and inform him that if he stays with her, no harm will come to him. The catch? His long-lost deadbeat dad has passed along a curse: he will experience nothing but sadness in his life. Now, after changing to a human to maintain close contact, Elle will stop at nothing to make sure that a bit of happiness comes into Takeshi's life, but not before first learning how to be a human!",No,1480,30,2.483,898,Others,No,Other
Gintama: Jump Festa 2008,Other,1,10,2008,2008,"It’s that time of year again, and this year’s anime tour sees Gintoki and Katsura are set to be stars in their very own big-screen movie! Hacking and slashing their way through a grey wasteland filled with beastmen, they find help from the usually hostile Shinsengumi. Unfortunately for them, it’s all one big lie and the episode's budget has been spent on their non-existent blockbuster. Time for Shinpachi, Kagura and Elizabeth to help out, even if they are more interested in the upcoming One Piece episode...",Yes,4649,84,4.388,3100,Sunrise,No,Other
Shadow Skill: Epilogue,OVA,1,51,1995,1995,"For Elle and Gau, gaining the title of Sevaar, the most coveted honor for a fighter, is the only thing that matters in life. During an annual pilgrimage to the grave of Gau's parents, their skills will be put to the test both at the hands of invading enemies, and at the hands of each other. For Gau, only one thing stands in his way of the title he deserves: he must defeat Elle herself in a battle of courage, and finally discover the secret behind the legendary Shadow Skill...",No,1231,22,3.405,644,Others,No,Action
Re: Cutie Honey,OVA,3,26,2004,2004,"A heartless and greedy group named Panther Claw is terrorizing the city, in hopes of achieving a device that will give them all the luxuries they desire. Panther Claw is too much for the Japanese police force to handle, but luckily a new hero has arrived: Cutie Honey! Honey Kisaragi is an android created by Professor Kisaragi, whom also claims to be her father. However, Cutie witnesses the death of her father and she swears revenge. With a touch of her collar, she is able to disguise herself as Cutie Honey - a fearless warrior fighting for love!",No,1669,64,3.542,1133,Toei Animation,Yes,Other
Cinderella Monogatari Movie,Movie,1,,1996,1996,"Cinderella lives happily with her family; she has a loving father, a stepmother, two new sisters, and a fairy godmother who watches over her. However, everything changes when her father leaves for business. Cinderella quickly becomes a slave to her new family, carrying out every chore and satisfying every whim of her tormentors. Luckily though, Cinderella has a kind heart and, with the help of her fairy godmother, is able to communicate with birds, mice, and a dog – all of whom become her fast friends. Soon, Cinderella meets a commoner and the two become best friends; but little does she know that he’s actually a fairytale prince in disguise!",No,198,1,2.824,88,Others,No,Romance
Cardcaptor Sakura: The Movie,Movie,1,67,1999,1999,"Sakura and Tomoyo have won a trip to Hong Kong – a place full of magic and mystery! But little do they know that winning the trip was the result of an evil power beckoning the Cardcaptor into its grasp! Joining the duo in Hong Kong are Syaoran and Meiling, as well as Syaoran's mother, who warns Sakura to stay clear of water due to a mysterious impending danger. Yet all the caution in the world can't stop Sakura's intense dreams of a lady in the water from occurring. Mysterious forces are at work; can the restless evil be put to rest, or will it swallow the entire city beneath a thunderous flow of water?",No,4649,73,3.919,3100,MADHOUSE,No,Other
Yatogame-chan Kansatsu Nikki,TV,12,3,2019,2019,"After growing up in Tokyo, high school student Jin Kaito moves to Nagoya where he meets Yatogame Monaka, a fellow student who puts her Nagoya dialect on full display. With her cat-like appearance and unvarnished Nagoya dialect, Yatogame won't open up to him at all. This popular local comedy is increasing the status of Nagoya through observation of the adorable Yatogame-chan!",No,630,128,2.488,553,Others,No,Other
Compiler: Music Clips in Trackdown,Music Video,6,4,1992,1992,,No,20,0,2.236,12,Others,No,Other
Konohana Kitan,TV,12,5,2017,2017,"Konohana Kitan is the heartwarming story of a new apprentice named Yuzu, and the other fox girls who work at a hot spring hotel called Konohatei. The staff at Konohatei live by one belief: no matter who one may truly be, no matter what, anyone who is a guest is a god. Of course, that includes you. Let the hospitality of Yuzu and the Konohatei heal your tired soul.",No,2438,199,3.915,2111,Others,No,Other
Occult Academy,TV,13,7.5,2010,2010,"Maya Kumashiro is an uptight teenager who has returned to the Waldstein “Occult Academy” following her father’s death to assume his role as principal. With a hatred of the supernatural, she initially intends to run the school into the ground, but her plans are thrown into chaos when a new teacher, Minoru Abe, descends from the sky. Claiming to be a time agent, Abe informs Maya that he has been sent from the future to prevent the Nostradamus prophecies from coming to pass. With a rift to another dimension due to open at the Waldstein Academy that will lead to aliens conquering the earth, the unlikely pair must locate a mysterious object known as the Nostradamus Key and destroy it before humanity falls prey to the occult once and for all.",No,4649,199,3.595,3100,A-1 Pictures,No,Other
Bunny Drop Specials,DVD Special,4,5,2011,2012,"Rin and Daikichi continue their happy life together. The pair colors on fallen autumn leaves while learning about flounder, starfish, and other sea critters. Later, Daikichi does his best to make Christmas as wonderful as possible for Rin. For this new family, every season is full of happy memories.",No,4649,170,4.325,3100,Production I.G,No,Other
Kara no Kyoukai: Cinema Intros,Other,7,1,2007,2009,,No,790,21,2.348,509,Others,No,Other
Bakusou Kyoudai Let's & Go!! Special,Other,1,67,1996,1996,,No,47,7,3.553,24,Others,No,Other
Pelican Road: Club Caroucha,OVA,1,55,1986,1986,,No,12,1,2.114,10,Others,No,Based on a Manga
Mayoi Neko Overrun! Specials,DVD Special,6,4,2010,2010,,No,1569,17,3.113,966,Others,No,Other
Crayon Shin-chan: Shin-Men,TV,13,10,2010,2012,"The spinoff is set in a parallel world known as ""Shin Jigen"". The titular Shin-men team is composed of five heroes with supernatural powers symbolized by fire, water, wind, greenery, and iron. Together, they fight against their enemy, the evil pigs of Ton-Men.",No,85,134,3.039,84,Others,No,Other
The Eden of Grisaia Specials,DVD Special,5,4,2015,2015,,Yes,2052,86,3.356,1303,Others,No,Other
Fate/Kaleid Liner Prisma Illya 3rei!! Special,DVD Special,6,5,2016,2017,,No,596,53,2.886,365,Others,No,Other
Food Wars! Shokugeki no Souma OVA,OVA,1,25,2016,2016,The anime will follow Souma and his friends on a short summer vacation before the Autumn Elections.,No,4129,106,4.157,2230,J.C. Staff,No,Other
REBORN! Mr. Rebokku no Ciao Ciao Interview,DVD Special,3,3,2010,2010,"Masquerading as the ""mysterious"" magician Mr. Rebokku, Reborn has decided to conduct group interviews using a flashing roulette wheel to select the candidates, and the quirks are far from over. With each question based on a theme, if the guests’ responses are deemed too boring by their host, then they are doomed to a merciless fate. With Reborn using his powers to force unwilling participants to answer according to his ideals and their survival at stake, just who will emerge victorious from Mr. Rebokku’s ""interviews""?",No,2409,35,3.889,1329,Others,No,Other
Tsurupika Hagemaru,TV,34,10,1988,1989,Ten-year-old brat Hagemaru Hageda causes mischief all over his small Japanese suburb.,No,60,3,2.859,50,Others,No,Other
Kinnikuman II Sei: Ultimate Muscle,TV,13,5,2004,2004,,No,388,13,3.059,236,Toei Animation,No,Other
Cardcaptor Sakura Specials,DVD Special,3,5,1998,2000,"Sakura Kinomoto's life changed forever when she first happened upon the Clow Cards, but that doesn't mean she can't have any down time. From creating an opening for a TV series with Tomoyo, to baking with Eriol, or seeking the truth being Yamazaki's lying with Syaoran and Meiling, Sakura continues to have a good time with her friends, even with all of the chaos she has to endure as a Cardcaptor.",No,3946,36,3.739,2093,MADHOUSE,No,Other
kemu: Chikyuu Saigo no Kokuhaku o,Music Video,1,5,2012,2012,,No,30,0,2.491,16,Others,No,Other
"So, I Can't Play H!",TV,12,5,2012,2012,"Self-proclaimed, proud pervert Ryousuke loves women – to him, their butts and breasts are a 'treasure box' of joy for all men. So when the boy spots a fiery-haired girl standing in the rain one day, he invites her to his house – but he didn't expect to be stabbed with a magical sword in return! The girl, Lisara, is actually a high-level shinigami who must absorb the spiritual powers of others to survive in the human world. Until she can find a genius with enormous expendable energy, she's decided to form a contract with Ryousuke, but unfortunately for the busty babe, the horny teen's mojo is fueled only through his constant perversion. While looking for Lisara's true prize, the two must deal with other well-endowed shinigami and other foes alike, all while trying to maintain a 'typical' school life together.",Yes,4649,199,3.319,3100,Others,No,Other
Yuuya: Shinkai Shoujo,Music Video,1,4,2010,2010,"Miku Hatsune slowly descends into the ocean, staring up at the beauty above...",No,481,6,3.135,289,Others,No,Other
Akuma-kun Movie,Movie,1,51,1989,1989,,No,18,3,3.013,11,Toei Animation,No,Other
Yuki no Hi no Tayori,Music Video,1,2,1978,1978,,No,32,0,2.323,23,Others,No,Other
Himitsu no Akko-chan Movie,Movie,1,25,1989,1989,Taisho's father plans to construct an apartment building on a vacant land he owns behind his own house. The spot is a playing field for the kids in the neighborhood who will fight to keep it as it is.,No,54,1,2.629,32,Toei Animation,No,Other
"""Eiji""",Movie,1,45,1990,1990,"Legendary boxer Keijiro Akagi's second son, Eiji, is a high school dropout and the world's worst rock guitarist. Though his father and elder brother are both boxers, he hates the sport but suddenly takes an interest in it when he meets the local champion's little sister.",No,137,2,2.421,97,Production I.G,No,Other
Street Fighter II V,TV,29,,1995,1995,"Ken and Ryu are no ordinary teenagers; through a friendly rivalry and a desire to master their fighting skills, both have become powerful martial artists. Power has its drawbacks, however, and when an evil syndicate known as Ashura sets its sights on them, they must grow even stronger and fight for their lives. Controlled by the dark and mysterious Bison, Ashura will stop at nothing to further Bison's sinister goals; but Ashura is just the tip of the iceberg...",No,4139,114,3.371,2594,Others,No,Action
The Highschool Life of a Fudanshi,TV,12,4,2016,2016,"Sakaguchi is a regular high school boy, just like any other. He turns out to have a deep love for Boys' Love. He could live on Boys' Love alone! Fudanshi Koukou Seikatsu is a hilarious slice-of-life comedy about Fudanshi Sakaguchi and his jolly gang.",No,3228,199,3.171,2397,Others,No,Other
Baki,Web,26,7,2018,2018,"The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world. Five of the world's most violent and brutal death row inmates are gathering to face Baki. Their objective is to taste defeat -- their unmatched strength and skill have led them to grow bored of life itself, and they now seek out Baki in the hopes that he can overwhelm and utterly crush them. In this crisis, other underground martial art warriors gather to fight by Baki's side: Kaoru Hanayama, Gouki Shibukawa, Retsu Kaioh, and Doppo Orochi. An epic showdown between violent death row inmates and Baki and his friends begins!",Yes,3915,199,3.774,3100,TMS Entertainment,Yes,Other
Killing Bites,TV,12,5,2018,2018,"Yuuya Nomoto, an ordinary college student, met a mysterious high-school student called Hitomi after being involved in an incident, and saw her transform into a beast and fight a Leo monster at a landfill. They're Therianthropes who have brains of humans and fangs of beasts. Hitomi is Ratel, a Brute with the strongest killer instinct. Nomoto gets involved in their battles called Killing Bites.",Yes,3481,199,3.153,2953,Others,No,Other
Overlord II: Play Play Pleiades,Web,13,2,2018,2018,,No,1355,102,3.376,880,Others,No,Other
Mobile Suit Gundam Wing: Endless Waltz Movie,Movie,1,67,1998,1998,"The year is After Colony 196. A year has passed, and peace between Earth and the space colonies is still a reality. With no need for weapons in a time without war, the majority of the Gundam pilots have decided to destroy their mobile suits by hurling them into the sun. However, one girl by the name of Mariemaia Khushrenada, daughter of Treize Khushrenada, threatens this peace. With the help of her grandfather Dekim Barton, Mariemaia has kidnapped Relena Darlian and plans for total domination. The Gundam pilots are the only force standing in Mariemaia’s way, but will they be enough to stop her?",No,4649,56,4.231,3100,Sunrise,No,Other
Genshi Shounen Ryuu,TV,22,,1971,1972,"In a primitive age, a boy named Ryuu grows up under the care of an anthropoid ape. He fights against a ferocious dinosaur with a friend and takes off on a journey in search of his real mother.",No,128,7,2.748,85,Toei Animation,No,Adventure
Laidbackers,Movie,1,58,2019,2019,"In modern Kyoto, Kumi is a college student who moves to Kyoto in order to take over the candy store inherited from her late grandmother. The house accompanying the candy store was supposed to be unoccupied, but there Kumi meets three women named Harami, Mai, and K, and a dog. The four are heroes who were reincarnated from their world into this one. One day the former demon king, who messed up her reincarnation and is now in the form of an elementary school student, appears and asks her to collect the demon king fragments together.",No,88,9,2.395,56,Others,No,Other
Akazukin Chacha,TV,34,5,1994,1995,"Red Riding Hood Chacha is an aspiring young mage who can't seem to get her spells right, commonly performing blunders like summoning a bouquet of noses instead of roses. But when her famous master and magician Seravi decides to send her to Magic School, things couldn't be better. Along with were-puppy Riiya, love-struck Shiine, Black Riding Hood Yakko-chan and other new friends, Chacha must survive both the evil forces which threaten the land and sadistic (yet still somehow caring) teachers alike!",No,1122,118,3.371,819,Others,No,Other
Student Council's Discretion Lv. 2,TV,10,,2012,2012,"The series revolves around a private high school whose student council is chosen entirely by popularity vote. Because of this, Ken Sugisaki is the only male representative, in the otherwise all bishojo student council, that may enter the “sacred sanctuary” of the council’s meeting room. At the behest of Council President Kurimu Sakurano, Sugisaki records the minutes of the council meetings, which devolve into daily conversations about the students’ lives and interests.",No,4167,199,3.884,2961,Others,No,Other
Master of Torque,Web,4,6,2014,2014,The series chronicles the exploits of three young motorcyclists riding through a semi-fictional Tokyo in the near-future.,No,78,2,2.097,58,Others,No,Other
All Purpose Cultural Cat Nuku Nuku Special 2,DVD Special,1,22,1999,1999,,No,495,2,2.965,247,Others,No,Other
Salamander,OVA,3,55,1987,1989,"The planet Latis is under attack by the Space Dragon Salamander, its war planet, and the Bacterian horde, which is destroying everything in sight; Latis's defenses are ineffective, and its people are losing all hope. Three heroes from the planet Gradius join Lord British in defense of his beloved planet Latis.",No,94,5,2.728,72,Studio Pierrot,No,Adventure
High School! Kimengumi Movie,Movie,1,55,1986,1986,,No,36,1,3.09,26,Others,No,Comedy
Komaneko no Christmas: Maigo ni Natta Present,Movie,1,20,2009,2009,,No,30,1,2.731,21,Others,No,Other
Shounen Ninja Kaze no Fujimaru,TV,34,,1967,1970,"In a turbulent age, there was a fight over an ancient material that described the procedures of conquering the world. The little Ninja Master, Fujimaru and a little girl named Midori encounter other Ninja Masters as they fight.",No,26,3,2.443,21,Toei Animation,No,Adventure
Osaru no Sankichi: Boukuusen,Movie,1,3,1967,1970,,No,147,0,1.584,88,Others,No,Other
Digimon Universe: Appli Monsters,TV,34,5,2016,2017,"Everyone in the world uses smartphone apps, but within them lurks unknown creatures called App Monsters or ""Appmon."" The Appmon are AI lifeforms with the ability to think and act, and exist in the boundary between the human world and the digital world. In the vast sea of the internet, the ""villainous AI"" also known as Leviathan takes control of the Appmon with the L-virus and begins hacking every system, thus gaining control of the human world from the world of the net. Haru Shinkai is led to acquire the Appli Drive, and uses it to materialize Gatchmon, a search app monster.",No,246,131,2.886,234,Toei Animation,No,Other
A Dark Rabbit Has Seven Lives,TV,12,5,2011,2011,"Freshman Kurogane Taito was always an ordinary, regular guy, except for a promise made to the beautiful vampire, Saitohimea nine years ago.",No,4649,199,3.093,3100,Others,No,Other
Cute High Earth Defense Club LOVE! LOVE! LOVE!,OVA,1,25,2017,2017,,No,443,20,3.429,251,Others,No,Other
Holiday Love: Fuufukan Ren`ai,Other,20,3,2018,2018,"30-year-old housewife Azu Takamori has opened a nail salon. She feels her husband Junpei does not love her as a woman, but goes about her daily life as normal. Then, Junpei's adultery comes to light.",No,16,13,2.801,14,Others,No,Romance
Bodacious Space Pirates,TV,26,5,2012,2012,"Marika is living the normal life of an average girl in space: attending her school's yacht club, keeping up with the latest trends, and working part time. One day can change a lot, however. Not only was her late father a notorious space pirate, he was also the Captain of the equally notorious Benten Maru! What's worse, she's just inherited his position and the pirate's life that comes with it.",No,4433,199,3.568,3100,Others,No,Other
Space Fantasia 2001 Nights,OVA,1,57,1987,1987,"In the year 2058, mankind is about to take its first leap into the distant reaches of space. Using the resources at the tail end of a comet, massive spaceships will be sent to the corners of the universe in an attempt to colonize other worlds, but due to the length of time it will take to arrive at even the closest solar system, the comets must be destroyed in-flight, resulting in super-fast speeds that will kill any life onboard; only frozen sperm and eggs, and machines will survive the journey. Carrying the unborn children of the Robinsons, the first of these ships must now set forth to Ozma; and with its precious cargo is coupled the hopes and fears of all humanity.",No,278,11,3.25,206,TMS Entertainment,No,Other
Miss Hokusai,Movie,1,67,2015,2015,"As all of Edo flocks to see the work of the revered painter Hokusai, his daughter O-Ei toils diligently inside his studio. Her masterful portraits, dragons and erotic sketches – sold under the name of her father – are coveted by upper crust Lords and journeyman print makers alike. Shy and reserved in public, in the studio O-Ei is as brash and uninhibited as her father, smoking a pipe while sketching drawings that would make contemporary Japanese ladies blush. But despite this fiercely independent spirit, O-Ei struggles under the domineering influence of her father and is ridiculed for lacking the life experience that she is attempting to portray in her art.",No,1244,30,3.861,920,Production I.G,No,Other
Riding Bean,OVA,1,45,1989,1989,"Riding Bean is a one episode OAV by the creator of Gunsmith Cats. Its lead charater is Bean Bandit, aka, 'The Roadbuster'. Bean operates as a contract driver; for good or for bad, if you have the money, he can do the job. This time though, he's been framed for kidnapping the daughter of a wealthy businessman. Good thing Bean is bulletproof.",Yes,1569,20,3.491,1123,Others,No,Other
Memories Off #5 Togireta Film The Animation,Movie,1,26,2006,2006,"After the death of Yusuke Hina, the cinema club's morale plummets. Mahiro Sendo blames herself for Yusuke's death and decides to star in a role in an upcoming movie named Hikari no Kaidan, which is being produced by the cinema club. However, Mahiro is unable to continue, thus leaving the club suddenly and disappearing; but Kawai Haruto, the editor for the club, feels that if he can finish editing the movie and screen it on time, his feelings for Mahiro will reach her. Will Kawai's feelings bring Mahiro back to his side?",No,549,13,2.578,287,Others,No,Romance
40meterP: Shounen to Mahou no Robot,Music Video,1,5,2013,2013,,No,175,1,2.356,99,Others,No,Other
Larva: Island 2nd Season,Web,13,8,2019,2019,A new season of hilariously zany adventures for larva pals Red and Yellow includes an invasion of their island!,No,18,2,2.495,10,Others,No,Other
High School DxD Hero: Holiness Behind the Gym,TV Special,1,24,2018,2018,"Issei Hyoudou is not your average high schooler. In fact, he is a reincarnated devil who dreams of becoming the Harem King. He usually spends his school days in peace, together with his many friends. However, one day a devil named Diodora appeared...",Yes,2437,91,3.578,1468,Others,No,Other
Eve: This World to You,Music Video,1,4,2019,2019,,No,102,4,2.98,58,Others,No,Fantasy
Hyakko,TV,13,5,2008,2008,"Kamizono Academy is so spacious that transfer student Ayumi Nonomura and long time resident Tatsuki Iizuka find themselves lost together in the corridors. With the addition of fiery Torako Kageyama and quirky, somber Suzume Saotome, the four quickly become friends and comrades in arms against boredom. Whether it's being a last minute Morals Officer with bisexual Nene or constructing robots with Kageyama, there's plenty of fun to go around at Kamizono Academy!",No,4531,199,3.694,3100,Others,No,Other
Trigun: Badlands Rumble,Movie,1,67,2010,2010,"Finding himself yet again in the wrong place at the wrong time, Vash the Stampede is caught in the middle of a bank robbery by the notorious robber Gasback. However, when things take a turn for the worst and the robber's comrades turn on him, Vash saves Gasback's life and both Gasback and his traitorous partners escape. Twenty years later, Gasback is rumored to be planning something big. Bounty hunters from all over the world are gathering in Macca City, the predicted target, to try their luck at his $$300 million bounty. But what business does Vash have in Macca City, and who is the mysterious girl that he keeps following around?",Yes,4649,146,4.371,3100,MADHOUSE,No,Action
Blue Room,Movie,1,1,2001,2001,,No,109,1,1.447,74,Others,No,Other
"Waiting in the Summer: In Our Last Summer in High School, We Await That Summer",DVD Special,1,27,2014,2014,"Kaito re-watches an old reel of film at his house, and he remembers that he created a ""test film"" to get his awkward friends used to being in front of a camera.",No,2088,32,3.637,1410,J.C. Staff,No,Other
Fairy Tail x Mameshiba,Other,1,1,2019,2019,,No,92,10,1.835,43,Others,No,Comedy
Citrus,TV,12,5,2018,2018,"Yuzuko Aihara, a high school girl whose main interests are fashion, friends and having fun, is about to get a reality check. Due to her mom’s remarriage, Yuzu has transferred to a new, all-girls school that is extremely strict. Her real education is about to begin. From Day One, happy-go-lucky Yuzu makes enemies, namely the beautiful yet stern Student Council President Mei. So what happens when a dejected Yuzu returns home and discovers the shock of her life: that Mei is actually her new step-sister who has come to live with her? Even more surprising, when Mei catches Yuzu off-guard and kisses her out of the blue, what does it all mean?",Yes,4649,199,3.308,3100,Others,No,Other
Jubing Chang Cheng Chuan,Web,34,14,2019,2019,,No,11,6,2.943,11,Others,No,Other
Outlanders,OVA,1,48,1986,1986,"In the midst of a brutal alien invasion, 19 year old Tetsuya is in for a surprise: a close encounter with the beautiful alien princess Kahm! And the bad news? She sets her sights on Tetsuya for a sudden engagement of galactic proportions. Now, with Kahm's angry father out to execute him (did I mention he is the emperor of the galaxy?), the duo and their gang must save their marriage so Tetsuya doesn't die a virgin!",Yes,961,18,2.666,639,Others,No,Other
Duel Masters Versus,TV,34,5,2014,2015,,No,64,15,2.201,42,Others,No,Other
Sobakasu Pucchi,TV,34,5,1969,1970,,No,11,2,2.357,10,Others,No,Other
Tenchi Movie 3: Tenchi Forever,Movie,1,67,1999,1999,"Our hero Tenchi is enjoying the peace and quiet of his grandfather’s shrine – or at least, as much as he can with two girls fighting tooth and nail over him. However, when Tenchi goes missing, the girls pull together and do whatever they can to find him. Ryoko and Ayeka put aside their differences in the interest of finding Tenchi, but things get messy when the two have to pull Tenchi from a parallel world. What’s worse is that Tenchi seems to like this peaceful alternative to reality! The final battle won’t be decided with energy swords or beams this time, but love.",No,4649,40,3.735,2811,Others,No,Drama
Campione!,TV,13,5,2012,2012,"After inadvertently managing to kill the god Verethragna, taking his divine powers in the process, the once-typical teen Godou's life changed forever. Now a ""Campione"", a god slayer, the boy constantly attracts both gods' and other Campiones' attentions alike, not to mention the affections of a powerful knight, Erica. Whether he's dodging Erica's advances, proving his strength to others or taking down gods who will wreak havoc on the planet, Godou's new life is anything but normal.",No,4649,199,3.737,3100,Others,No,Other
Yuuki Yuuna is a Hero: Baton of Courage,Music Video,1,5,2016,2016,,No,87,2,2.536,48,Others,No,Other
Gdleen,OVA,1,45,1990,1990,"Due to a spacecraft malfunction, salaryman Ryu and his robot companion ""MOS-01"" crash land on the spaceship/planet Gdleen. Ryu meets a cute Euredonian fairy called Fana and the two are soon entangled in a long standing war between the monsterous Babaress and the spell casting Miyorl tribes.",No,90,2,2.742,54,Others,No,Sci Fi
ryo: Tsumi no Namae,Music Video,1,6,2016,2016,,No,24,0,1.914,12,Others,No,Other
Slayers Try,TV,26,5,1997,1997,"Join flat-chested mighty sorceress Lina Inverse and her companions once again, as they explore the rest of a newly-accessible world that was previously hidden behind a magic barrier. Xellos and his mysterious ulterior motives are back in the fray along with their new friend, Filia, a golden dragon from the new world who brings word of an evil prophecy. Can Lina and her party fight against this prophecy that promises the destruction of their world?",No,4649,151,4.222,3100,Others,No,Other
Yowamushi Pedal: Special Ride,OVA,1,25,2013,2013,,No,1301,28,3.824,829,TMS Entertainment,No,Other
sola,TV,13,5,2007,2007,"Morimiya Yorito is a normal student who has an abnormal obsession for the sky. One day, he meets a strange girl named Shihou Matsuri who shares his interest, but as fate may have it, she isn't a human; Matsuri is a Yaka -- a ""woe of the night"" -- who is immortal and cannot stand the sunlight. A strange man is chasing Matsuri, to use her powers, so Yorito decides to help her hide. What are the strange man's plans, and what secrets does Yorito's sister hide?",No,4649,199,3.721,3100,Others,No,Other
